alpha,penalty,loss,l1_ratio,warm_start,accuracy,precision,recall,f1,true-negative,false-negative,false-positive,true-positive
0.0001,elasticnet,modified_huber,0.45,False,0.7473684210526316,0.6075949367088608,0.7384615384615385,0.6666666666666666,94,17,31,48
0.0001,elasticnet,modified_huber,0.45,True,0.7526315789473684,0.75,0.4153846153846154,0.5346534653465346,116,38,9,27
0.0001,elasticnet,modified_huber,0.6,False,0.7631578947368421,0.717391304347826,0.5076923076923077,0.5945945945945945,112,32,13,33
0.0001,elasticnet,modified_huber,0.6,True,0.6421052631578947,0.4881889763779528,0.9538461538461539,0.6458333333333333,60,3,65,62
0.0001,elasticnet,modified_huber,0.75,False,0.7473684210526316,0.7575757575757576,0.38461538461538464,0.5102040816326531,117,40,8,25
0.0001,elasticnet,modified_huber,0.75,True,0.7631578947368421,0.6515151515151515,0.6615384615384615,0.6564885496183206,102,22,23,43
0.0001,elasticnet,squared_hinge,0.15,False,0.7105263157894737,0.75,0.23076923076923078,0.3529411764705882,120,50,5,15
0.0001,elasticnet,squared_hinge,0.15,True,0.7368421052631579,0.6829268292682927,0.4307692307692308,0.5283018867924528,112,37,13,28
0.0001,elasticnet,squared_hinge,0.3,False,0.7631578947368421,0.6785714285714286,0.5846153846153846,0.6280991735537191,107,27,18,38
0.0001,elasticnet,squared_hinge,0.3,True,0.6473684210526316,0.4918032786885246,0.9230769230769231,0.6417112299465242,63,5,62,60
0.0001,elasticnet,squared_hinge,0.45,False,0.7,0.5416666666666666,0.8,0.6459627329192547,81,13,44,52
0.0001,elasticnet,squared_hinge,0.45,True,0.6368421052631579,0.4846153846153846,0.9692307692307692,0.6461538461538462,58,2,67,63
0.0001,elasticnet,squared_hinge,0.6,False,0.7263157894736842,0.8095238095238095,0.26153846153846155,0.39534883720930236,121,48,4,17
0.0001,elasticnet,squared_hinge,0.6,True,0.7157894736842105,0.5662650602409639,0.7230769230769231,0.6351351351351351,89,18,36,47
0.0001,elasticnet,squared_hinge,0.75,False,0.7368421052631579,0.8260869565217391,0.2923076923076923,0.4318181818181819,121,46,4,19
0.0001,elasticnet,squared_hinge,0.75,True,0.6631578947368421,0.6666666666666666,0.03076923076923077,0.05882352941176471,124,63,1,2
0.0001,elasticnet,perceptron,0.15,False,0.6684210526315789,0.75,0.046153846153846156,0.08695652173913043,124,62,1,3
0.0001,elasticnet,perceptron,0.15,True,0.7526315789473684,0.7368421052631579,0.4307692307692308,0.5436893203883496,115,37,10,28
0.0001,elasticnet,perceptron,0.3,False,0.7684210526315789,0.6721311475409836,0.6307692307692307,0.6507936507936507,105,24,20,41
0.0001,elasticnet,perceptron,0.3,True,0.6842105263157895,0.8571428571428571,0.09230769230769231,0.16666666666666666,124,59,1,6
0.0001,elasticnet,perceptron,0.45,False,0.7368421052631579,0.5903614457831325,0.7538461538461538,0.6621621621621622,91,16,34,49
0.0001,elasticnet,perceptron,0.45,True,0.7631578947368421,0.717391304347826,0.5076923076923077,0.5945945945945945,112,32,13,33
0.0001,elasticnet,perceptron,0.6,False,0.6789473684210526,0.5185185185185185,0.8615384615384616,0.6473988439306357,73,9,52,56
0.0001,elasticnet,perceptron,0.6,True,0.6052631578947368,0.4632352941176471,0.9692307692307692,0.6268656716417911,52,2,73,63
0.0001,elasticnet,perceptron,0.75,False,0.7736842105263158,0.7619047619047619,0.49230769230769234,0.5981308411214953,115,33,10,32
0.0001,elasticnet,perceptron,0.75,True,0.7842105263157895,0.7222222222222222,0.6,0.6554621848739496,110,26,15,39
0.0001,elasticnet,squared_loss,0.15,False,0.7052631578947368,0.5616438356164384,0.6307692307692307,0.5942028985507246,93,24,32,41
0.0001,elasticnet,squared_loss,0.15,True,0.3473684210526316,0.3422459893048128,0.9846153846153847,0.5079365079365079,2,1,123,64
0.0001,elasticnet,squared_loss,0.3,False,0.7631578947368421,0.8125,0.4,0.5360824742268042,119,39,6,26
0.0001,elasticnet,squared_loss,0.3,True,0.7631578947368421,0.6785714285714286,0.5846153846153846,0.6280991735537191,107,27,18,38
0.0001,elasticnet,squared_loss,0.45,False,0.4,0.3583815028901734,0.9538461538461539,0.5210084033613445,14,3,111,62
0.0001,elasticnet,squared_loss,0.45,True,0.7,0.75,0.18461538461538463,0.29629629629629634,121,53,4,12
0.0001,elasticnet,squared_loss,0.6,False,0.7789473684210526,0.6825396825396826,0.6615384615384615,0.671875,105,22,20,43
0.0001,elasticnet,squared_loss,0.6,True,0.7210526315789474,0.75,0.27692307692307694,0.40449438202247195,119,47,6,18
0.0001,elasticnet,squared_loss,0.75,False,0.6631578947368421,0.5040650406504065,0.9538461538461539,0.6595744680851063,64,3,61,62
0.0001,elasticnet,squared_loss,0.75,True,0.6947368421052632,0.5315315315315315,0.9076923076923077,0.6704545454545454,73,6,52,59
0.0001,elasticnet,huber,0.15,False,0.7631578947368421,0.7380952380952381,0.47692307692307695,0.5794392523364486,114,34,11,31
0.0001,elasticnet,huber,0.15,True,0.7631578947368421,0.7631578947368421,0.4461538461538462,0.5631067961165048,116,36,9,29
0.0001,elasticnet,huber,0.3,False,0.7421052631578947,0.6081081081081081,0.6923076923076923,0.6474820143884892,96,20,29,45
0.0001,elasticnet,huber,0.3,True,0.7684210526315789,0.8,0.4307692307692308,0.56,118,37,7,28
0.0001,elasticnet,huber,0.45,False,0.7157894736842105,0.7619047619047619,0.24615384615384617,0.37209302325581395,120,49,5,16
0.0001,elasticnet,huber,0.45,True,0.7631578947368421,0.717391304347826,0.5076923076923077,0.5945945945945945,112,32,13,33
0.0001,elasticnet,huber,0.6,False,0.7315789473684211,0.5833333333333334,0.7538461538461538,0.6577181208053692,90,16,35,49
0.0001,elasticnet,huber,0.6,True,0.7684210526315789,0.6842105263157895,0.6,0.639344262295082,107,26,18,39
0.0001,elasticnet,huber,0.75,False,0.7,0.9,0.13846153846153847,0.24,124,56,1,9
0.0001,elasticnet,huber,0.75,True,0.7684210526315789,0.7333333333333333,0.5076923076923077,0.6,113,32,12,33
0.0001,elasticnet,epsilon_insensitive,0.15,False,0.7368421052631579,0.5882352941176471,0.7692307692307693,0.6666666666666667,90,15,35,50
0.0001,elasticnet,epsilon_insensitive,0.15,True,0.6526315789473685,0.0,0.0,0.0,124,65,1,0
0.0001,elasticnet,epsilon_insensitive,0.3,False,0.7368421052631579,0.6470588235294118,0.5076923076923077,0.5689655172413793,107,32,18,33
0.0001,elasticnet,epsilon_insensitive,0.3,True,0.6578947368421053,0.0,0.0,0.0,125,65,0,0
0.0001,elasticnet,epsilon_insensitive,0.45,False,0.5210526315789473,0.4144736842105263,0.9692307692307692,0.5806451612903226,36,2,89,63
0.0001,elasticnet,epsilon_insensitive,0.45,True,0.37894736842105264,0.35359116022099446,0.9846153846153847,0.5203252032520325,8,1,117,64
0.0001,elasticnet,epsilon_insensitive,0.6,False,0.7157894736842105,0.7619047619047619,0.24615384615384617,0.37209302325581395,120,49,5,16
0.0001,elasticnet,epsilon_insensitive,0.6,True,0.6578947368421053,0.0,0.0,0.0,125,65,0,0
0.0001,elasticnet,epsilon_insensitive,0.75,False,0.7473684210526316,0.6545454545454545,0.5538461538461539,0.6000000000000001,106,29,19,36
0.0001,elasticnet,epsilon_insensitive,0.75,True,0.7105263157894737,0.5531914893617021,0.8,0.6540880503144655,83,13,42,52
0.0001,elasticnet,squared_epsilon_insensitive,0.15,False,0.6578947368421053,0.0,0.0,0.0,125,65,0,0
0.0001,elasticnet,squared_epsilon_insensitive,0.15,True,0.6631578947368421,0.5050505050505051,0.7692307692307693,0.6097560975609756,76,15,49,50
0.0001,elasticnet,squared_epsilon_insensitive,0.3,False,0.34210526315789475,0.3051948051948052,0.7230769230769231,0.4292237442922375,18,18,107,47
0.0001,elasticnet,squared_epsilon_insensitive,0.3,True,0.3526315789473684,0.33707865168539325,0.9230769230769231,0.4938271604938272,7,5,118,60
0.0001,elasticnet,squared_epsilon_insensitive,0.45,False,0.4631578947368421,0.38509316770186336,0.9538461538461539,0.5486725663716815,26,3,99,62
0.0001,elasticnet,squared_epsilon_insensitive,0.45,True,0.5894736842105263,0.2903225806451613,0.13846153846153847,0.18750000000000003,103,56,22,9
0.0001,elasticnet,squared_epsilon_insensitive,0.6,False,0.4842105263157895,0.38461538461538464,0.8461538461538461,0.5288461538461539,37,10,88,55
0.0001,elasticnet,squared_epsilon_insensitive,0.6,True,0.34210526315789475,0.3387096774193548,0.9692307692307692,0.5019920318725098,2,2,123,63
0.0001,elasticnet,squared_epsilon_insensitive,0.75,False,0.6578947368421053,0.0,0.0,0.0,125,65,0,0
0.0001,elasticnet,squared_epsilon_insensitive,0.75,True,0.6578947368421053,0.0,0.0,0.0,125,65,0,0
0.001,l2,hinge,0.15,False,0.7421052631578947,0.6428571428571429,0.5538461538461539,0.5950413223140496,105,29,20,36
0.001,l2,hinge,0.15,True,0.7526315789473684,0.6666666666666666,0.5538461538461539,0.6050420168067226,107,29,18,36
0.001,l2,hinge,0.3,False,0.7526315789473684,0.7142857142857143,0.46153846153846156,0.5607476635514019,113,35,12,30
0.001,l2,hinge,0.3,True,0.7421052631578947,0.8076923076923077,0.3230769230769231,0.4615384615384616,120,44,5,21
0.001,l2,hinge,0.45,False,0.7526315789473684,0.6875,0.5076923076923077,0.584070796460177,110,32,15,33
0.001,l2,hinge,0.45,True,0.7368421052631579,0.6923076923076923,0.4153846153846154,0.5192307692307692,113,38,12,27
0.001,l2,hinge,0.6,False,0.7526315789473684,0.6956521739130435,0.49230769230769234,0.5765765765765766,111,33,14,32
0.001,l2,hinge,0.6,True,0.7473684210526316,0.7741935483870968,0.36923076923076925,0.5,118,41,7,24
0.001,l2,hinge,0.75,False,0.7473684210526316,0.7931034482758621,0.35384615384615387,0.48936170212765956,119,42,6,23
0.001,l2,hinge,0.75,True,0.7526315789473684,0.6956521739130435,0.49230769230769234,0.5765765765765766,111,33,14,32
0.001,l2,log,0.15,False,0.7526315789473684,0.68,0.5230769230769231,0.591304347826087,109,31,16,34
0.001,l2,log,0.15,True,0.7526315789473684,0.6666666666666666,0.5538461538461539,0.6050420168067226,107,29,18,36
0.001,l2,log,0.3,False,0.7526315789473684,0.6730769230769231,0.5384615384615384,0.5982905982905983,108,30,17,35
0.001,l2,log,0.3,True,0.7578947368421053,0.6727272727272727,0.5692307692307692,0.6166666666666667,107,28,18,37
0.001,l2,log,0.45,False,0.7526315789473684,0.68,0.5230769230769231,0.591304347826087,109,31,16,34
0.001,l2,log,0.45,True,0.7421052631578947,0.7,0.4307692307692308,0.5333333333333333,113,37,12,28
0.001,l2,log,0.6,False,0.7578947368421053,0.6792452830188679,0.5538461538461539,0.6101694915254237,108,29,17,36
0.001,l2,log,0.6,True,0.7526315789473684,0.6956521739130435,0.49230769230769234,0.5765765765765766,111,33,14,32
0.001,l2,log,0.75,False,0.7578947368421053,0.7021276595744681,0.5076923076923077,0.5892857142857143,111,32,14,33
0.001,l2,log,0.75,True,0.7421052631578947,0.7105263157894737,0.4153846153846154,0.5242718446601942,114,38,11,27
0.001,l2,modified_huber,0.15,False,0.7421052631578947,0.7666666666666667,0.35384615384615387,0.4842105263157895,118,42,7,23
0.001,l2,modified_huber,0.15,True,0.7578947368421053,0.7021276595744681,0.5076923076923077,0.5892857142857143,111,32,14,33
0.001,l2,modified_huber,0.3,False,0.7526315789473684,0.6956521739130435,0.49230769230769234,0.5765765765765766,111,33,14,32
0.001,l2,modified_huber,0.3,True,0.7684210526315789,0.6981132075471698,0.5692307692307692,0.6271186440677967,109,28,16,37
0.001,l2,modified_huber,0.45,False,0.7526315789473684,0.6666666666666666,0.5538461538461539,0.6050420168067226,107,29,18,36
0.001,l2,modified_huber,0.45,True,0.7578947368421053,0.6610169491525424,0.6,0.6290322580645161,105,26,20,39
0.001,l2,modified_huber,0.6,False,0.7052631578947368,0.5473684210526316,0.8,0.65,82,13,43,52
0.001,l2,modified_huber,0.6,True,0.7526315789473684,0.640625,0.6307692307692307,0.6356589147286822,102,24,23,41
0.001,l2,modified_huber,0.75,False,0.7421052631578947,0.6212121212121212,0.6307692307692307,0.6259541984732825,100,24,25,41
0.001,l2,modified_huber,0.75,True,0.7526315789473684,0.65,0.6,0.624,104,26,21,39
0.001,l2,squared_hinge,0.15,False,0.7210526315789474,0.5909090909090909,0.6,0.5954198473282443,98,26,27,39
0.001,l2,squared_hinge,0.15,True,0.7315789473684211,0.6206896551724138,0.5538461538461539,0.5853658536585366,103,29,22,36
0.001,l2,squared_hinge,0.3,False,0.7315789473684211,0.609375,0.6,0.6046511627906976,100,26,25,39
0.001,l2,squared_hinge,0.3,True,0.7263157894736842,0.5970149253731343,0.6153846153846154,0.606060606060606,98,25,27,40
0.001,l2,squared_hinge,0.45,False,0.7368421052631579,0.6415094339622641,0.5230769230769231,0.5762711864406779,106,31,19,34
0.001,l2,squared_hinge,0.45,True,0.7526315789473684,0.6875,0.5076923076923077,0.584070796460177,110,32,15,33
0.001,l2,squared_hinge,0.6,False,0.7368421052631579,0.7272727272727273,0.36923076923076925,0.4897959183673469,116,41,9,24
0.001,l2,squared_hinge,0.6,True,0.7263157894736842,0.6031746031746031,0.5846153846153846,0.59375,100,27,25,38
0.001,l2,squared_hinge,0.75,False,0.7473684210526316,0.660377358490566,0.5384615384615384,0.5932203389830508,107,30,18,35
0.001,l2,squared_hinge,0.75,True,0.7315789473684211,0.625,0.5384615384615384,0.578512396694215,104,30,21,35
0.001,l2,perceptron,0.15,False,0.531578947368421,0.42,0.9692307692307692,0.5860465116279069,38,2,87,63
0.001,l2,perceptron,0.15,True,0.7526315789473684,0.6875,0.5076923076923077,0.584070796460177,110,32,15,33
0.001,l2,perceptron,0.3,False,0.6526315789473685,0.4956521739130435,0.8769230769230769,0.6333333333333333,67,8,58,57
0.001,l2,perceptron,0.3,True,0.7315789473684211,0.5897435897435898,0.7076923076923077,0.6433566433566433,93,19,32,46
0.001,l2,perceptron,0.45,False,0.6157894736842106,0.46875,0.9230769230769231,0.6217616580310881,57,5,68,60
0.001,l2,perceptron,0.45,True,0.7,0.7222222222222222,0.2,0.3132530120481928,120,52,5,13
0.001,l2,perceptron,0.6,False,0.7,0.5416666666666666,0.8,0.6459627329192547,81,13,44,52
0.001,l2,perceptron,0.6,True,0.7473684210526316,0.6231884057971014,0.6615384615384615,0.6417910447761194,99,22,26,43
0.001,l2,perceptron,0.75,False,0.7578947368421053,0.6461538461538462,0.6461538461538462,0.6461538461538462,102,23,23,42
0.001,l2,perceptron,0.75,True,0.5947368421052631,0.4552238805970149,0.9384615384615385,0.6130653266331659,52,4,73,61
0.001,l2,squared_loss,0.15,False,0.6947368421052632,0.5945945945945946,0.3384615384615385,0.43137254901960786,110,43,15,22
0.001,l2,squared_loss,0.15,True,0.7526315789473684,0.6730769230769231,0.5384615384615384,0.5982905982905983,108,30,17,35
0.001,l2,squared_loss,0.3,False,0.5789473684210527,0.4074074074074074,0.5076923076923077,0.4520547945205479,77,32,48,33
0.001,l2,squared_loss,0.3,True,0.7263157894736842,0.6511627906976745,0.4307692307692308,0.5185185185185186,110,37,15,28
0.001,l2,squared_loss,0.45,False,0.6684210526315789,0.52,0.4,0.45217391304347826,101,39,24,26
0.001,l2,squared_loss,0.45,True,0.6105263157894737,0.43661971830985913,0.47692307692307695,0.45588235294117646,85,34,40,31
0.001,l2,squared_loss,0.6,False,0.7210526315789474,0.5833333333333334,0.6461538461538462,0.6131386861313869,95,23,30,42
0.001,l2,squared_loss,0.6,True,0.7421052631578947,0.7,0.4307692307692308,0.5333333333333333,113,37,12,28
0.001,l2,squared_loss,0.75,False,0.7526315789473684,0.7045454545454546,0.47692307692307695,0.5688073394495413,112,34,13,31
0.001,l2,squared_loss,0.75,True,0.5210526315789473,0.3645833333333333,0.5384615384615384,0.4347826086956521,64,30,61,35
0.001,l2,huber,0.15,False,0.7263157894736842,0.7407407407407407,0.3076923076923077,0.4347826086956522,118,45,7,20
0.001,l2,huber,0.15,True,0.7157894736842105,0.7894736842105263,0.23076923076923078,0.35714285714285715,121,50,4,15
0.001,l2,huber,0.3,False,0.7210526315789474,0.8,0.24615384615384617,0.37647058823529417,121,49,4,16
0.001,l2,huber,0.3,True,0.7263157894736842,0.76,0.2923076923076923,0.4222222222222222,119,46,6,19
0.001,l2,huber,0.45,False,0.7263157894736842,0.7407407407407407,0.3076923076923077,0.4347826086956522,118,45,7,20
0.001,l2,huber,0.45,True,0.7052631578947368,0.8,0.18461538461538463,0.3,122,53,3,12
0.001,l2,huber,0.6,False,0.7315789473684211,0.7692307692307693,0.3076923076923077,0.4395604395604395,119,45,6,20
0.001,l2,huber,0.6,True,0.7210526315789474,0.75,0.27692307692307694,0.40449438202247195,119,47,6,18
0.001,l2,huber,0.75,False,0.7210526315789474,0.7727272727272727,0.26153846153846155,0.39080459770114945,120,48,5,17
0.001,l2,huber,0.75,True,0.7210526315789474,0.75,0.27692307692307694,0.40449438202247195,119,47,6,18
0.001,l2,epsilon_insensitive,0.15,False,0.7736842105263158,0.75,0.5076923076923077,0.6055045871559633,114,32,11,33
0.001,l2,epsilon_insensitive,0.15,True,0.7578947368421053,0.7878787878787878,0.4,0.5306122448979592,118,39,7,26
0.001,l2,epsilon_insensitive,0.3,False,0.7526315789473684,0.78125,0.38461538461538464,0.5154639175257733,118,40,7,25
0.001,l2,epsilon_insensitive,0.3,True,0.7578947368421053,0.8275862068965517,0.36923076923076925,0.5106382978723405,120,41,5,24
0.001,l2,epsilon_insensitive,0.45,False,0.7736842105263158,0.7115384615384616,0.5692307692307692,0.6324786324786325,110,28,15,37
0.001,l2,epsilon_insensitive,0.45,True,0.7684210526315789,0.7333333333333333,0.5076923076923077,0.6,113,32,12,33
0.001,l2,epsilon_insensitive,0.6,False,0.7368421052631579,0.6119402985074627,0.6307692307692307,0.6212121212121212,99,24,26,41
0.001,l2,epsilon_insensitive,0.6,True,0.7631578947368421,0.8125,0.4,0.5360824742268042,119,39,6,26
0.001,l2,epsilon_insensitive,0.75,False,0.7736842105263158,0.6964285714285714,0.6,0.6446280991735538,108,26,17,39
0.001,l2,epsilon_insensitive,0.75,True,0.7631578947368421,0.75,0.46153846153846156,0.5714285714285714,115,35,10,30
0.001,l2,squared_epsilon_insensitive,0.15,False,0.7421052631578947,0.6212121212121212,0.6307692307692307,0.6259541984732825,100,24,25,41
0.001,l2,squared_epsilon_insensitive,0.15,True,0.7578947368421053,0.6727272727272727,0.5692307692307692,0.6166666666666667,107,28,18,37
0.001,l2,squared_epsilon_insensitive,0.3,False,0.7210526315789474,0.8,0.24615384615384617,0.37647058823529417,121,49,4,16
0.001,l2,squared_epsilon_insensitive,0.3,True,0.7578947368421053,0.7209302325581395,0.47692307692307695,0.5740740740740741,113,34,12,31
0.001,l2,squared_epsilon_insensitive,0.45,False,0.7631578947368421,0.6724137931034483,0.6,0.6341463414634146,106,26,19,39
0.001,l2,squared_epsilon_insensitive,0.45,True,0.7526315789473684,0.6607142857142857,0.5692307692307692,0.6115702479338843,106,28,19,37
0.001,l2,squared_epsilon_insensitive,0.6,False,0.7052631578947368,0.5494505494505495,0.7692307692307693,0.641025641025641,84,15,41,50
0.001,l2,squared_epsilon_insensitive,0.6,True,0.7578947368421053,0.6862745098039216,0.5384615384615384,0.6034482758620688,109,30,16,35
0.001,l2,squared_epsilon_insensitive,0.75,False,0.7368421052631579,0.6190476190476191,0.6,0.609375,101,26,24,39
0.001,l2,squared_epsilon_insensitive,0.75,True,0.7210526315789474,0.8333333333333334,0.23076923076923078,0.3614457831325301,122,50,3,15
0.001,l1,hinge,0.15,False,0.7631578947368421,0.7,0.5384615384615384,0.608695652173913,110,30,15,35
0.001,l1,hinge,0.15,True,0.7526315789473684,0.6730769230769231,0.5384615384615384,0.5982905982905983,108,30,17,35
0.001,l1,hinge,0.3,False,0.7421052631578947,0.6904761904761905,0.4461538461538462,0.5420560747663552,112,36,13,29
0.001,l1,hinge,0.3,True,0.7578947368421053,0.6938775510204082,0.5230769230769231,0.5964912280701755,110,31,15,34
0.001,l1,hinge,0.45,False,0.7473684210526316,0.6976744186046512,0.46153846153846156,0.5555555555555556,112,35,13,30
0.001,l1,hinge,0.45,True,0.7421052631578947,0.6818181818181818,0.46153846153846156,0.5504587155963303,111,35,14,30
0.001,l1,hinge,0.6,False,0.7526315789473684,0.6730769230769231,0.5384615384615384,0.5982905982905983,108,30,17,35
0.001,l1,hinge,0.6,True,0.7421052631578947,0.7,0.4307692307692308,0.5333333333333333,113,37,12,28
0.001,l1,hinge,0.75,False,0.7526315789473684,0.7045454545454546,0.47692307692307695,0.5688073394495413,112,34,13,31
0.001,l1,hinge,0.75,True,0.7578947368421053,0.6792452830188679,0.5538461538461539,0.6101694915254237,108,29,17,36
0.001,l1,log,0.15,False,0.7526315789473684,0.6956521739130435,0.49230769230769234,0.5765765765765766,111,33,14,32
0.001,l1,log,0.15,True,0.7526315789473684,0.6956521739130435,0.49230769230769234,0.5765765765765766,111,33,14,32
0.001,l1,log,0.3,False,0.7578947368421053,0.6938775510204082,0.5230769230769231,0.5964912280701755,110,31,15,34
0.001,l1,log,0.3,True,0.7526315789473684,0.6730769230769231,0.5384615384615384,0.5982905982905983,108,30,17,35
0.001,l1,log,0.45,False,0.7473684210526316,0.660377358490566,0.5384615384615384,0.5932203389830508,107,30,18,35
0.001,l1,log,0.45,True,0.7631578947368421,0.7,0.5384615384615384,0.608695652173913,110,30,15,35
0.001,l1,log,0.6,False,0.7473684210526316,0.6808510638297872,0.49230769230769234,0.5714285714285714,110,33,15,32
0.001,l1,log,0.6,True,0.7578947368421053,0.6862745098039216,0.5384615384615384,0.6034482758620688,109,30,16,35
0.001,l1,log,0.75,False,0.7526315789473684,0.6956521739130435,0.49230769230769234,0.5765765765765766,111,33,14,32
0.001,l1,log,0.75,True,0.7526315789473684,0.6956521739130435,0.49230769230769234,0.5765765765765766,111,33,14,32
0.001,l1,modified_huber,0.15,False,0.7526315789473684,0.75,0.4153846153846154,0.5346534653465346,116,38,9,27
0.001,l1,modified_huber,0.15,True,0.7368421052631579,0.6086956521739131,0.6461538461538462,0.6268656716417911,98,23,27,42
0.001,l1,modified_huber,0.3,False,0.7157894736842105,0.5591397849462365,0.8,0.6582278481012658,84,13,41,52
0.001,l1,modified_huber,0.3,True,0.7473684210526316,0.6545454545454545,0.5538461538461539,0.6000000000000001,106,29,19,36
0.001,l1,modified_huber,0.45,False,0.7473684210526316,0.7428571428571429,0.4,0.52,116,39,9,26
0.001,l1,modified_huber,0.45,True,0.7105263157894737,0.7777777777777778,0.2153846153846154,0.3373493975903615,121,51,4,14
0.001,l1,modified_huber,0.6,False,0.7421052631578947,0.7857142857142857,0.3384615384615385,0.4731182795698925,119,43,6,22
0.001,l1,modified_huber,0.6,True,0.7526315789473684,0.6875,0.5076923076923077,0.584070796460177,110,32,15,33
0.001,l1,modified_huber,0.75,False,0.7,0.54,0.8307692307692308,0.6545454545454545,79,11,46,54
0.001,l1,modified_huber,0.75,True,0.6947368421052632,0.8888888888888888,0.12307692307692308,0.21621621621621623,124,57,1,8
0.001,l1,squared_hinge,0.15,False,0.7263157894736842,0.6181818181818182,0.5230769230769231,0.5666666666666668,104,31,21,34
0.001,l1,squared_hinge,0.15,True,0.7210526315789474,0.6,0.5538461538461539,0.5760000000000001,101,29,24,36
0.001,l1,squared_hinge,0.3,False,0.7157894736842105,0.5901639344262295,0.5538461538461539,0.5714285714285714,100,29,25,36
0.001,l1,squared_hinge,0.3,True,0.7210526315789474,0.5857142857142857,0.6307692307692307,0.6074074074074074,96,24,29,41
0.001,l1,squared_hinge,0.45,False,0.7473684210526316,0.7297297297297297,0.4153846153846154,0.5294117647058824,115,38,10,27
0.001,l1,squared_hinge,0.45,True,0.7421052631578947,0.7352941176470589,0.38461538461538464,0.5050505050505051,116,40,9,25
0.001,l1,squared_hinge,0.6,False,0.7473684210526316,0.717948717948718,0.4307692307692308,0.5384615384615385,114,37,11,28
0.001,l1,squared_hinge,0.6,True,0.7105263157894737,0.5735294117647058,0.6,0.5864661654135338,96,26,29,39
0.001,l1,squared_hinge,0.75,False,0.7263157894736842,0.6101694915254238,0.5538461538461539,0.5806451612903227,102,29,23,36
0.001,l1,squared_hinge,0.75,True,0.7210526315789474,0.6,0.5538461538461539,0.5760000000000001,101,29,24,36
0.001,l1,perceptron,0.15,False,0.6263157894736842,0.47619047619047616,0.9230769230769231,0.6282722513089005,59,5,66,60
0.001,l1,perceptron,0.15,True,0.7473684210526316,0.6231884057971014,0.6615384615384615,0.6417910447761194,99,22,26,43
0.001,l1,perceptron,0.3,False,0.6526315789473685,0.4956521739130435,0.8769230769230769,0.6333333333333333,67,8,58,57
0.001,l1,perceptron,0.3,True,0.7526315789473684,0.75,0.4153846153846154,0.5346534653465346,116,38,9,27
